NO.,Date,State,TotalSamples,Negative,Positive
12436,26-02-2021,Punjab,4953750,0,0
12437,27-02-2021,Punjab,4982773,0,0
12438,28-02-2021,Punjab,4999390,0,0
12439,01-03-2021,Punjab,5013117,0,0
12440,02-03-2021,Punjab,5041833,0,0
12441,03-03-2021,Punjab,5069381,0,0
12442,04-03-2021,Punjab,5097802,0,0
12443,05-03-2021,Punjab,5126962,0,0
12444,06-03-2021,Punjab,5159683,0,0
12445,07-03-2021,Punjab,5190528,0,0
12446,08-03-2021,Punjab,5205020,0,0
12447,09-03-2021,Punjab,5236903,0,0
12448,10-03-2021,Punjab,5263900,0,0
12449,11-03-2021,Punjab,5294288,0,0
12450,12-03-2021,Punjab,5313932,0,0
12451,13-03-2021,Punjab,5347572,0,0
12452,14-03-2021,Punjab,5378531,0,0
12453,15-03-2021,Punjab,5393825,0,0
12454,16-03-2021,Punjab,5427097,0,0
12455,17-03-2021,Punjab,5460889,0,0
12456,18-03-2021,Punjab,5493673,0,0
12457,19-03-2021,Punjab,5528559,0,0
12458,20-03-2021,Punjab,5566330,0,0
12459,21-03-2021,Punjab,5603286,0,0
12460,22-03-2021,Punjab,5626458,0,0
12461,23-03-2021,Punjab,5666257,0,0
12462,24-03-2021,Punjab,5703944,0,0
12463,25-03-2021,Punjab,5744842,0,0
12464,26-03-2021,Punjab,5782674,0,0
12465,27-03-2021,Punjab,5810694,0,0
12466,28-03-2021,Punjab,5848083,0,0
12467,29-03-2021,Punjab,5870655,0,0
12468,30-03-2021,Punjab,5894441,0,0
12469,31-03-2021,Punjab,5932096,0,0
12470,01-04-2021,Punjab,5972667,0,0
12471,02-04-2021,Punjab,6014612,0,0
12472,03-04-2021,Punjab,6043312,0,0
12473,04-04-2021,Punjab,6080083,0,0
12474,05-04-2021,Punjab,6101688,0,0
12475,06-04-2021,Punjab,6145532,0,0
12476,07-04-2021,Punjab,6189014,0,0
12477,08-04-2021,Punjab,6235386,0,0
12478,09-04-2021,Punjab,6270878,0,0
12479,10-04-2021,Punjab,6308652,0,0
12480,11-04-2021,Punjab,6346316,0,0
12481,12-04-2021,Punjab,6368902,0,0
12482,13-04-2021,Punjab,6407939,0,0
12483,14-04-2021,Punjab,6440181,0,0
12484,15-04-2021,Punjab,6473869,0,0
12485,16-04-2021,Punjab,6517986,0,0
12486,17-04-2021,Punjab,6561028,0,0
12487,18-04-2021,Punjab,6607723,0,0
12488,19-04-2021,Punjab,6639409,0,0
12489,20-04-2021,Punjab,6690798,0,0
12490,21-04-2021,Punjab,6744906,0,0
12491,22-04-2021,Punjab,6792211,0,0
12492,23-04-2021,Punjab,6848790,0,0
12493,24-04-2021,Punjab,6903246,0,0
12494,25-04-2021,Punjab,6961532,0,0
12495,26-04-2021,Punjab,6996890,0,0
12496,27-04-2021,Punjab,7054436,0,0
12497,28-04-2021,Punjab,7107801,0,0
12498,29-04-2021,Punjab,7163789,0,0
12499,30-04-2021,Punjab,7221431,0,0
12500,01-05-2021,Punjab,7281978,0,0
12501,02-05-2021,Punjab,7340768,0,0
12502,03-05-2021,Punjab,7377560,0,0
12503,04-05-2021,Punjab,7443337,0,0
12504,05-05-2021,Punjab,7510673,0,0
12505,06-05-2021,Punjab,7574249,0,0
12506,07-05-2021,Punjab,7642667,0,0
12507,08-05-2021,Punjab,7707585,0,0
12508,09-05-2021,Punjab,7767351,0,0
12509,10-05-2021,Punjab,7805157,0,0
12510,11-05-2021,Punjab,7868067,0,0
12511,12-05-2021,Punjab,7932936,0,0
12512,13-05-2021,Punjab,8001745,0,0
12513,14-05-2021,Punjab,8072800,0,0
12514,15-05-2021,Punjab,8140404,0,0
12515,16-05-2021,Punjab,8212826,0,0
12516,17-05-2021,Punjab,8273820,0,0
12517,18-05-2021,Punjab,8337236,0,0
12518,19-05-2021,Punjab,8410481,0,0
12519,20-05-2021,Punjab,8482144,0,0
12520,21-05-2021,Punjab,8556117,0,0
12521,22-05-2021,Punjab,8636245,0,0
12522,23-05-2021,Punjab,8719503,0,0
12523,24-05-2021,Punjab,8775622,0,0
12524,25-05-2021,Punjab,8850305,0,0
12525,26-05-2021,Punjab,8925740,0,0
12526,27-05-2021,Punjab,9001438,0,0
12527,28-05-2021,Punjab,9074280,0,0
12528,29-05-2021,Punjab,9142425,0,0
12529,30-05-2021,Punjab,9209841,0,0
12530,31-05-2021,Punjab,9256146,0,0
12531,01-06-2021,Punjab,9325491,0,0
12532,02-06-2021,Punjab,9393735,0,0
12533,03-06-2021,Punjab,9462776,0,0
12534,04-06-2021,Punjab,9530712,0,0
12535,05-06-2021,Punjab,9598059,0,0
12536,06-06-2021,Punjab,9660801,0,0
12537,07-06-2021,Punjab,9698676,0,0
12538,08-06-2021,Punjab,9762160,0,0
12539,09-06-2021,Punjab,9823991,0,0
12540,10-06-2021,Punjab,9880737,0,0
12541,11-06-2021,Punjab,9941391,0,0
12542,12-06-2021,Punjab,9996859,0,0
12543,13-06-2021,Punjab,10051022,0,0
12544,14-06-2021,Punjab,10083279,0,0
12545,15-06-2021,Punjab,10136118,0,0
12546,16-06-2021,Punjab,10188326,0,0
12547,17-06-2021,Punjab,10245131,0,0
12548,18-06-2021,Punjab,10301323,0,0
12549,19-06-2021,Punjab,10356036,0,0
12550,20-06-2021,Punjab,10412909,0,0
12551,21-06-2021,Punjab,10445775,0,0
12552,22-06-2021,Punjab,10501071,0,0
12553,23-06-2021,Punjab,10558558,0,0
12554,24-06-2021,Punjab,10614550,0,0
12555,25-06-2021,Punjab,10656459,0,0
12556,26-06-2021,Punjab,10712980,0,0
12557,27-06-2021,Punjab,10764272,0,0
12558,28-06-2021,Punjab,10795548,0,0
12559,29-06-2021,Punjab,10847309,0,0
12560,30-06-2021,Punjab,10896152,0,0
12561,01-07-2021,Punjab,10947245,0,0
12562,02-07-2021,Punjab,10995612,0,0
12563,03-07-2021,Punjab,11040759,0,0
12564,04-07-2021,Punjab,11081636,0,0
12565,05-07-2021,Punjab,11107570,0,0
12566,06-07-2021,Punjab,11155450,0,0
12567,07-07-2021,Punjab,11203403,0,0
12568,08-07-2021,Punjab,11250086,0,0
12569,09-07-2021,Punjab,11291779,0,0
12570,10-07-2021,Punjab,11332750,0,0
12571,11-07-2021,Punjab,11376098,0,0
12572,12-07-2021,Punjab,11403143,0,0
12573,13-07-2021,Punjab,11444310,0,0
12574,14-07-2021,Punjab,11485744,0,0
12575,15-07-2021,Punjab,11524579,0,0
12576,16-07-2021,Punjab,11567826,0,0
12577,17-07-2021,Punjab,11611376,0,0
12578,18-07-2021,Punjab,11654465,0,0
12579,19-07-2021,Punjab,11677723,0,0
12580,20-07-2021,Punjab,11720116,0,0
12581,21-07-2021,Punjab,11760706,0,0
12582,22-07-2021,Punjab,11792233,0,0
12583,23-07-2021,Punjab,11838018,0,0
12584,24-07-2021,Punjab,11877764,0,0
12585,25-07-2021,Punjab,11912389,0,0
12586,26-07-2021,Punjab,11935633,0,0
12587,27-07-2021,Punjab,11978055,0,0
12588,28-07-2021,Punjab,12019354,0,0
12589,29-07-2021,Punjab,12058233,0,0
12590,30-07-2021,Punjab,12094239,0,0
12591,31-07-2021,Punjab,12129632,0,0
12592,01-08-2021,Punjab,12167824,0,0
12593,02-08-2021,Punjab,12189923,0,0
12594,03-08-2021,Punjab,12228333,0,0
12595,04-08-2021,Punjab,12264923,0,0
12596,05-08-2021,Punjab,12318033,0,0
12597,06-08-2021,Punjab,12340205,0,0
12598,07-08-2021,Punjab,12379434,0,0
12599,08-08-2021,Punjab,12417669,0,0
12600,09-08-2021,Punjab,12437299,0,0
12601,10-08-2021,Punjab,12475529,0,0
12602,07-04-2020,Rajasthan,17638,16401,363
12603,08-04-2020,Rajasthan,17638,16401,363
12604,09-04-2020,Rajasthan,19107,17851,463
12605,10-04-2020,Rajasthan,22349,20698,561
12606,11-04-2020,Rajasthan,24857,22583,678
12607,12-04-2020,Rajasthan,28505,25105,796
12608,13-04-2020,Rajasthan,31804,28657,847
12609,14-04-2020,Rajasthan,34928,29376,1005
12610,15-04-2020,Rajasthan,37860,31902,1076
12611,16-04-2020,Rajasthan,40778,33739,1101
12612,17-04-2020,Rajasthan,42847,36153,1229
12613,18-04-2020,Rajasthan,47197,39092,1282
12614,19-04-2020,Rajasthan,51614,43537,1478
12615,20-04-2020,Rajasthan,57290,47657,1576
12616,21-04-2020,Rajasthan,61492,54100,1735
12617,22-04-2020,Rajasthan,66257,58552,1888
12618,23-04-2020,Rajasthan,69764,63485,1964
12619,24-04-2020,Rajasthan,74484,68133,2034
12620,25-04-2020,Rajasthan,78993,71806,2083
12621,26-04-2020,Rajasthan,82942,75670,2185
12622,27-04-2020,Rajasthan,87777,80830,2262
12623,28-04-2020,Rajasthan,92506,85834,2364
12624,29-04-2020,Rajasthan,97790,90108,2438
12625,30-04-2020,Rajasthan,103704,0,2584
12626,01-05-2020,Rajasthan,108543,100277,2666
12627,02-05-2020,Rajasthan,113934,104705,2720
12628,03-05-2020,Rajasthan,120240,112345,2886
12629,04-05-2020,Rajasthan,129258,122513,3061
12630,05-05-2020,Rajasthan,134987,128297,3158
12631,06-05-2020,Rajasthan,139580,134172,3317
12632,07-05-2020,Rajasthan,145510,139830,3427
12633,08-05-2020,Rajasthan,152245,146198,3579
12634,09-05-2020,Rajasthan,159157,152296,3708
12635,10-05-2020,Rajasthan,166424,158830,3814
12636,11-05-2020,Rajasthan,176130,168546,3988
12637,12-05-2020,Rajasthan,185610,0,4126
12638,13-05-2020,Rajasthan,194683,186125,4328
12639,14-05-2020,Rajasthan,204243,197269,4534
12640,15-05-2020,Rajasthan,212317,203770,4747
12641,16-05-2020,Rajasthan,221439,213395,4960
12642,17-05-2020,Rajasthan,231946,221764,5202
12643,18-05-2020,Rajasthan,243476,234165,5375
12644,19-05-2020,Rajasthan,254533,244955,5845
12645,20-05-2020,Rajasthan,265555,254128,6015
12646,21-05-2020,Rajasthan,275974,266687,6227
12647,22-05-2020,Rajasthan,287164,277744,6494
12648,23-05-2020,Rajasthan,303935,292384,6657
12649,24-05-2020,Rajasthan,317067,306209,7028
12650,25-05-2020,Rajasthan,327836,318146,7300
12651,26-05-2020,Rajasthan,337159,326368,7536
12652,27-05-2020,Rajasthan,350600,338611,7816
12653,28-05-2020,Rajasthan,365556,351861,8067
12654,29-05-2020,Rajasthan,379315,365925,8365
12655,30-05-2020,Rajasthan,395490,382315,8617
12656,31-05-2020,Rajasthan,409777,396789,8831
12657,01-06-2020,Rajasthan,425184,411965,9100
12658,02-06-2020,Rajasthan,440789,428471,9373
12659,03-06-2020,Rajasthan,454788,440850,9652
12660,04-06-2020,Rajasthan,467129,451826,9862
12661,05-06-2020,Rajasthan,480910,465349,10084
12662,06-06-2020,Rajasthan,494480,478366,10337
12663,07-06-2020,Rajasthan,506784,491233,10599
12664,08-06-2020,Rajasthan,518350,503208,10876
12665,09-06-2020,Rajasthan,530031,515872,11245
12666,10-06-2020,Rajasthan,543312,527864,11600
12667,11-06-2020,Rajasthan,558064,542256,11838
12668,12-06-2020,Rajasthan,571543,556040,12068
12669,13-06-2020,Rajasthan,584954,569314,12401
12670,14-06-2020,Rajasthan,598920,583279,12694
12671,15-06-2020,Rajasthan,609296,594991,12981
12672,16-06-2020,Rajasthan,622334,606279,13216
12673,17-06-2020,Rajasthan,637937,620217,13542
12674,18-06-2020,Rajasthan,654816,636216,13857
12675,19-06-2020,Rajasthan,667643,650510,14156
12676,20-06-2020,Rajasthan,683017,664383,14537
12677,21-06-2020,Rajasthan,699126,680233,14930
12678,22-06-2020,Rajasthan,709592,691507,15232
12679,23-06-2020,Rajasthan,726077,706363,15627
12680,24-06-2020,Rajasthan,740855,721511,16009
12681,25-06-2020,Rajasthan,757137,737395,16296
12682,26-06-2020,Rajasthan,770174,750535,16660
12683,27-06-2020,Rajasthan,784803,764966,16944
12684,28-06-2020,Rajasthan,800214,780247,17271
12685,29-06-2020,Rajasthan,809777,789921,17660
12686,30-06-2020,Rajasthan,824213,803554,18014
12687,01-07-2020,Rajasthan,839370,818485,18312
12688,02-07-2020,Rajasthan,854274,832738,18662
12689,03-07-2020,Rajasthan,869602,846953,19052
12690,04-07-2020,Rajasthan,889355,865371,19532
12691,05-07-2020,Rajasthan,909132,884457,20164
12692,06-07-2020,Rajasthan,920600,896508,20688
12693,07-07-2020,Rajasthan,940758,915326,21404
12694,08-07-2020,Rajasthan,963454,936065,22063
12695,09-07-2020,Rajasthan,987272,960369,22563
12696,10-07-2020,Rajasthan,1009195,981938,23174
12697,11-07-2020,Rajasthan,1032198,1003903,23748
12698,12-07-2020,Rajasthan,1054080,1025295,24392
12699,13-07-2020,Rajasthan,1068283,1039250,24936
12700,14-07-2020,Rajasthan,1096696,1065910,25571
12701,15-07-2020,Rajasthan,1123902,1091930,26437
12702,16-07-2020,Rajasthan,1151952,1119188,27174
12703,17-07-2020,Rajasthan,1175379,1142148,27789
12704,18-07-2020,Rajasthan,1204676,1169662,28500
12705,19-07-2020,Rajasthan,1231760,1195328,29434
12706,20-07-2020,Rajasthan,1244387,1207571,30390
12707,21-07-2020,Rajasthan,1270376,1232900,31373
12708,22-07-2020,Rajasthan,1298218,1259602,32334
12709,23-07-2020,Rajasthan,1325580,1285878,33220
12710,24-07-2020,Rajasthan,1349544,1309112,34178
12711,25-07-2020,Rajasthan,1377850,1335929,35298
12712,26-07-2020,Rajasthan,1403124,1361480,36430
12713,27-07-2020,Rajasthan,1417882,1374679,37564
12714,28-07-2020,Rajasthan,1445240,1402268,38636
12715,29-07-2020,Rajasthan,1473098,1429523,39780
12716,30-07-2020,Rajasthan,1500693,1455427,40936
12717,31-07-2020,Rajasthan,1526962,1481949,42083
12718,01-08-2020,Rajasthan,1553942,1507518,43243
12719,02-08-2020,Rajasthan,1570989,1525094,44410
12720,03-08-2020,Rajasthan,1584925,1538352,45555
12721,04-08-2020,Rajasthan,1592318,1545391,46679
12722,05-08-2020,Rajasthan,1619744,1570626,47272
12723,06-08-2020,Rajasthan,1651221,1600732,48996
12724,07-08-2020,Rajasthan,1678314,1626488,50157
12725,08-08-2020,Rajasthan,1710963,1656370,51328
12726,09-08-2020,Rajasthan,1740732,1683981,52497
12727,10-08-2020,Rajasthan,1754897,1699840,53670
12728,11-08-2020,Rajasthan,1784992,1727722,0
12729,12-08-2020,Rajasthan,1820131,1759088,56100
12730,13-08-2020,Rajasthan,1839445,1778894,57414
12731,14-08-2020,Rajasthan,1868534,1807490,58692
12732,15-08-2020,Rajasthan,1898595,1835625,59979
12733,16-08-2020,Rajasthan,1913726,1850043,61296
12734,17-08-2020,Rajasthan,1930842,1865936,62630
12735,18-08-2020,Rajasthan,1966178,1899725,63977
12736,19-08-2020,Rajasthan,1998912,1930213,0
12737,20-08-2020,Rajasthan,2033646,1963754,0
12738,21-08-2020,Rajasthan,2062109,1990256,67954
12739,22-08-2020,Rajasthan,2093850,2021945,0
12740,23-08-2020,Rajasthan,2122395,2048693,0
12741,24-08-2020,Rajasthan,2137137,2063202,0
12742,25-08-2020,Rajasthan,2166744,2091316,0
12743,26-08-2020,Rajasthan,2196353,2118295,0
12744,27-08-2020,Rajasthan,2228662,2148920,0
12745,28-08-2020,Rajasthan,2254613,2174174,0
12746,29-08-2020,Rajasthan,2274901,2193549,0
12747,30-08-2020,Rajasthan,2302023,2218765,0
12748,31-08-2020,Rajasthan,2314603,2230754,0
12749,01-09-2020,Rajasthan,2343369,2257909,0
12750,02-09-2020,Rajasthan,2364613,2277602,0
12751,03-09-2020,Rajasthan,2392144,2302972,0
12752,04-09-2020,Rajasthan,2416268,2326326,0
12753,05-09-2020,Rajasthan,2443995,2352305,0
12754,06-09-2020,Rajasthan,2471540,2378102,0
12755,07-09-2020,Rajasthan,2483715,2389258,0
12756,08-09-2020,Rajasthan,2513910,2417075,0
12757,09-09-2020,Rajasthan,2542632,2444289,0
12758,10-09-2020,Rajasthan,2572191,2472374,0
12759,11-09-2020,Rajasthan,2599477,2498205,0
12760,12-09-2020,Rajasthan,2630771,2527228,0
12761,13-09-2020,Rajasthan,2658373,2553839,0
12762,14-09-2020,Rajasthan,2672224,2566267,0
12763,15-09-2020,Rajasthan,2705303,2595594,0
12764,16-09-2020,Rajasthan,2738444,2626768,0
12765,17-09-2020,Rajasthan,2767508,2654216,0
12766,18-09-2020,Rajasthan,2795479,2680626,0
12767,19-09-2020,Rajasthan,2826262,2709269,0
12768,20-09-2020,Rajasthan,2856718,2739391,0
12769,21-09-2020,Rajasthan,2870267,2751165,0
12770,22-09-2020,Rajasthan,2904053,2782179,0
12771,23-09-2020,Rajasthan,2935751,2811835,0
12772,24-09-2020,Rajasthan,2968083,2842797,0
12773,25-09-2020,Rajasthan,2994763,2867910,0
12774,26-09-2020,Rajasthan,3024341,2893933,0
12775,27-09-2020,Rajasthan,3051135,2920018,0
12776,28-09-2020,Rajasthan,3062603,2929621,0
12777,29-09-2020,Rajasthan,3091105,2955369,0
12778,30-09-2020,Rajasthan,3118797,2980551,0
12779,01-10-2020,Rajasthan,3143572,3003442,0
12780,02-10-2020,Rajasthan,3165902,3023628,0
12781,03-10-2020,Rajasthan,3182409,3038596,0
12782,04-10-2020,Rajasthan,3207733,3061376,0
12783,05-10-2020,Rajasthan,3219068,3071195,0
12784,06-10-2020,Rajasthan,3245268,3094311,0
12785,07-10-2020,Rajasthan,3267575,3112877,0
12786,08-10-2020,Rajasthan,3291115,3136383,0
12787,09-10-2020,Rajasthan,3311811,3154680,0
12788,10-10-2020,Rajasthan,3335785,3176313,0
12789,11-10-2020,Rajasthan,3356935,3195594,0
12790,12-10-2020,Rajasthan,3366071,3203020,0
12791,13-10-2020,Rajasthan,3392097,3226089,0
12792,14-10-2020,Rajasthan,3414166,3246485,0
12793,15-10-2020,Rajasthan,3436121,3266766,0
12794,16-10-2020,Rajasthan,3456029,3284844,0
12795,17-10-2020,Rajasthan,3478430,3304360,0
12796,18-10-2020,Rajasthan,3490719,3315575,0
12797,19-10-2020,Rajasthan,3499421,3322097,0
12798,20-10-2020,Rajasthan,3524088,3343985,0
12799,21-10-2020,Rajasthan,3546683,3365283,0
12800,22-10-2020,Rajasthan,3568198,3385209,0
12801,23-10-2020,Rajasthan,3587537,3402531,0
12802,24-10-2020,Rajasthan,3609151,3422631,0
12803,25-10-2020,Rajasthan,3623031,3434999,0
12804,26-10-2020,Rajasthan,3631465,3441260,0
12805,27-10-2020,Rajasthan,3654738,3462427,0
12806,28-10-2020,Rajasthan,3677569,3483561,0
12807,29-10-2020,Rajasthan,3699339,3503822,0
12808,30-10-2020,Rajasthan,3718493,3521044,0
12809,31-10-2020,Rajasthan,3732880,3533901,0
12810,01-11-2020,Rajasthan,3753254,3551617,0
12811,02-11-2020,Rajasthan,3761961,3559145,0
12812,03-11-2020,Rajasthan,3785407,3580198,0
12813,04-11-2020,Rajasthan,3806335,3599886,0
12814,05-11-2020,Rajasthan,3825035,3617138,0
12815,06-11-2020,Rajasthan,3844472,3634205,0
12816,07-11-2020,Rajasthan,3865194,3652769,0
12817,08-11-2020,Rajasthan,3885562,3671577,0
12818,09-11-2020,Rajasthan,3896209,3682224,0
12819,10-11-2020,Rajasthan,3921623,3703657,0
12820,11-11-2020,Rajasthan,3943942,3724338,0
12821,12-11-2020,Rajasthan,3966824,3744714,0
12822,13-11-2020,Rajasthan,3988281,3764423,0
12823,14-11-2020,Rajasthan,4007392,3781300,0
12824,15-11-2020,Rajasthan,4015598,3787906,0
12825,16-11-2020,Rajasthan,4022884,3793329,0
12826,17-11-2020,Rajasthan,4035833,3803680,0
12827,18-11-2020,Rajasthan,4059776,3824525,0
12828,19-11-2020,Rajasthan,4091779,3854940,0
12829,20-11-2020,Rajasthan,4119378,3880547,0
12830,21-11-2020,Rajasthan,4149854,3907807,0
12831,22-11-2020,Rajasthan,4179816,3934715,0
12832,23-11-2020,Rajasthan,4194121,3946080,0
12833,24-11-2020,Rajasthan,4225732,3973287,0
12834,25-11-2020,Rajasthan,4259050,4002961,0
12835,26-11-2020,Rajasthan,4290454,4030640,0
12836,27-11-2020,Rajasthan,4322512,4059687,0
12837,28-11-2020,Rajasthan,4358971,4093818,0
12838,29-11-2020,Rajasthan,4395899,4127832,0
12839,30-11-2020,Rajasthan,4411509,4140463,0
12840,01-12-2020,Rajasthan,4435119,4162364,0
12841,02-12-2020,Rajasthan,4472909,4196748,0
12842,03-12-2020,Rajasthan,4512399,4233930,0
12843,04-12-2020,Rajasthan,4549574,4269390,0
12844,05-12-2020,Rajasthan,4586151,4303968,0
12845,06-12-2020,Rajasthan,4617606,4333657,0
12846,07-12-2020,Rajasthan,4630233,4344758,0
12847,08-12-2020,Rajasthan,4664755,4376876,0
12848,09-12-2020,Rajasthan,4694145,4404887,0
12849,10-12-2020,Rajasthan,4724809,4434303,0
12850,11-12-2020,Rajasthan,4752183,4460507,0
12851,12-12-2020,Rajasthan,4778273,4485147,0
12852,13-12-2020,Rajasthan,4807770,4513102,0
12853,14-12-2020,Rajasthan,4821740,4526438,0
12854,15-12-2020,Rajasthan,4855362,4558033,0
12855,16-12-2020,Rajasthan,4886577,4588095,0
12856,17-12-2020,Rajasthan,4917294,4617374,0
12857,18-12-2020,Rajasthan,4944021,4643895,0
12858,19-12-2020,Rajasthan,4973056,4671821,0
12859,20-12-2020,Rajasthan,5000134,4698043,0
12860,21-12-2020,Rajasthan,5010313,4707734,0
12861,22-12-2020,Rajasthan,5041704,4737642,0
12862,23-12-2020,Rajasthan,5071192,4765887,0
12863,24-12-2020,Rajasthan,5101937,4796004,0
12864,25-12-2020,Rajasthan,5129178,4823245,0
12865,26-12-2020,Rajasthan,5145231,4838513,0
12866,27-12-2020,Rajasthan,5173485,4866322,0
12867,28-12-2020,Rajasthan,5183831,0,0
12868,29-12-2020,Rajasthan,5213762,0,0
12869,30-12-2020,Rajasthan,5239812,0,0
12870,31-12-2020,Rajasthan,5265204,0,0
12871,01-01-2021,Rajasthan,5285777,0,0
12872,02-01-2021,Rajasthan,5304141,0,0
12873,03-01-2021,Rajasthan,5325309,0,0
12874,04-01-2021,Rajasthan,5333805,0,0
12875,05-01-2021,Rajasthan,5358544,0,0
12876,06-01-2021,Rajasthan,5382172,0,0
12877,07-01-2021,Rajasthan,5405423,0,0
12878,08-01-2021,Rajasthan,5427159,0,0
12879,09-01-2021,Rajasthan,5450256,0,0
12880,10-01-2021,Rajasthan,5475101,0,0
12881,11-01-2021,Rajasthan,5485004,0,0
12882,12-01-2021,Rajasthan,5510518,0,0
12883,13-01-2021,Rajasthan,5533802,0,0
12884,14-01-2021,Rajasthan,5555674,0,0
12885,15-01-2021,Rajasthan,5568441,0,0
12886,16-01-2021,Rajasthan,5591844,0,0
12887,17-01-2021,Rajasthan,5613209,0,0
12888,18-01-2021,Rajasthan,5622315,0,0
12889,19-01-2021,Rajasthan,5647780,0,0
12890,20-01-2021,Rajasthan,5670615,0,0
12891,21-01-2021,Rajasthan,5683441,0,0
12892,22-01-2021,Rajasthan,5705383,0,0
12893,23-01-2021,Rajasthan,5726754,0,0
12894,24-01-2021,Rajasthan,5744724,0,0
12895,25-01-2021,Rajasthan,5751640,0,0
12896,26-01-2021,Rajasthan,5771559,0,0
12897,27-01-2021,Rajasthan,5778472,0,0
12898,28-01-2021,Rajasthan,5797355,0,0
12899,29-01-2021,Rajasthan,5814009,0,0
12900,30-01-2021,Rajasthan,5832977,0,0
12901,31-01-2021,Rajasthan,5851737,0,0
12902,01-02-2021,Rajasthan,5858590,0,0
12903,02-02-2021,Rajasthan,5872507,0,0
12904,03-02-2021,Rajasthan,5889518,0,0
12905,04-02-2021,Rajasthan,5908302,0,0
12906,05-02-2021,Rajasthan,5925867,0,0
12907,06-02-2021,Rajasthan,5945084,0,0
12908,07-02-2021,Rajasthan,5963644,0,0
12909,08-02-2021,Rajasthan,5970645,0,0
12910,09-02-2021,Rajasthan,5992501,0,0
12911,10-02-2021,Rajasthan,6012115,0,0
12912,11-02-2021,Rajasthan,6031403,0,0
12913,12-02-2021,Rajasthan,6049608,0,0
12914,13-02-2021,Rajasthan,6068008,0,0
12915,14-02-2021,Rajasthan,6087241,0,0
12916,15-02-2021,Rajasthan,6093518,0,0
12917,16-02-2021,Rajasthan,6111693,0,0
12918,17-02-2021,Rajasthan,6126862,0,0
12919,18-02-2021,Rajasthan,6142865,0,0
12920,19-02-2021,Rajasthan,6161092,0,0
12921,20-02-2021,Rajasthan,6178593,0,0
12922,21-02-2021,Rajasthan,6196348,0,0
12923,22-02-2021,Rajasthan,6202897,0,0
12924,23-02-2021,Rajasthan,6221798,0,0
12925,24-02-2021,Rajasthan,6238864,0,0
12926,25-02-2021,Rajasthan,6255821,0,0
12927,26-02-2021,Rajasthan,6272778,0,0
12928,27-02-2021,Rajasthan,6288702,0,0
12929,28-02-2021,Rajasthan,6304465,0,0
12930,01-03-2021,Rajasthan,6311140,0,0
12931,02-03-2021,Rajasthan,6328173,0,0
12932,03-03-2021,Rajasthan,6343717,0,0
12933,04-03-2021,Rajasthan,6360150,0,0
12934,05-03-2021,Rajasthan,6376085,0,0
12935,06-03-2021,Rajasthan,6393132,0,0
12936,07-03-2021,Rajasthan,6410889,0,0
12937,08-03-2021,Rajasthan,6418664,0,0
12938,09-03-2021,Rajasthan,6438485,0,0
12939,10-03-2021,Rajasthan,6456572,0,0
12940,11-03-2021,Rajasthan,6474600,0,0
12941,12-03-2021,Rajasthan,6484022,0,0
12942,13-03-2021,Rajasthan,6500997,0,0
12943,14-03-2021,Rajasthan,6515985,0,0
12944,15-03-2021,Rajasthan,6523039,0,0
12945,16-03-2021,Rajasthan,6540217,0,0
12946,17-03-2021,Rajasthan,6556622,0,0
12947,18-03-2021,Rajasthan,6574421,0,0
12948,19-03-2021,Rajasthan,6595443,0,0
12949,20-03-2021,Rajasthan,6620036,0,0
12950,21-03-2021,Rajasthan,6646073,0,0
12951,22-03-2021,Rajasthan,6657689,0,0
12952,23-03-2021,Rajasthan,6692252,0,0
12953,24-03-2021,Rajasthan,6726815,0,0
12954,25-03-2021,Rajasthan,6756641,0,0
12955,26-03-2021,Rajasthan,6789888,0,0
12956,27-03-2021,Rajasthan,6824876,0,0
12957,28-03-2021,Rajasthan,6858264,0,0
12958,29-03-2021,Rajasthan,6869625,0,0
12959,30-03-2021,Rajasthan,6873806,0,0
12960,31-03-2021,Rajasthan,6908881,0,0
12961,01-04-2021,Rajasthan,6945497,0,0
12962,02-04-2021,Rajasthan,6983623,0,0
12963,03-04-2021,Rajasthan,7010397,0,0
12964,04-04-2021,Rajasthan,7056864,0,0
12965,05-04-2021,Rajasthan,7076638,0,0
12966,06-04-2021,Rajasthan,7128353,0,0
12967,07-04-2021,Rajasthan,7178301,0,0
12968,08-04-2021,Rajasthan,7230603,0,0
12969,09-04-2021,Rajasthan,7285519,0,0
12970,10-04-2021,Rajasthan,7341539,0,0
12971,11-04-2021,Rajasthan,7398952,0,0
12972,12-04-2021,Rajasthan,7425270,0,0
12973,13-04-2021,Rajasthan,7484479,0,0
12974,14-04-2021,Rajasthan,7524365,0,0
12975,15-04-2021,Rajasthan,7567748,0,0
12976,16-04-2021,Rajasthan,7628646,0,0
12977,17-04-2021,Rajasthan,7695207,0,0
12978,18-04-2021,Rajasthan,7760082,0,0
12979,19-04-2021,Rajasthan,7800262,0,0
12980,20-04-2021,Rajasthan,7886105,0,0
12981,21-04-2021,Rajasthan,7967086,0,0
12982,22-04-2021,Rajasthan,8025721,0,0
12983,23-04-2021,Rajasthan,8111760,0,0
12984,24-04-2021,Rajasthan,8197849,0,0
12985,25-04-2021,Rajasthan,8277809,0,0
12986,26-04-2021,Rajasthan,8322104,0,0
12987,27-04-2021,Rajasthan,8411797,0,0
12988,28-04-2021,Rajasthan,8497418,0,0
